"Testbed","Hazard","Model_Type","Model_Name","(Intercept)","DRY_BULK","LIQUID_BULK","CONTAINER","WAREHOUSE","AGRI","MINING","UTIL","CONST","MANU","WHOLE","RETAIL","TRANS","INFO","FINANCE","REALE","PROF","MANAGE","ADMIN","EDU","HEALTH","ART","ACCO","OTHER","HS1","HS2","HS3"
"Mobile","hurricane","main_model","totDDS","-24.992634349471","-0.229222333705187","-0.231099566208117","-0.203869240779973","-0.270361627854889","0","-0.0584322147039622","-0.0167878768928626","-0.236581086302859","-0.172994412959005","-0.176493562954895","-0.183238647306927","-0.215157414536331","-0.197527287572985","-0.251343130295776","-0.176279859801432","-0.188420775783672","0","-0.191220052056193","-0.176739839257863","-0.18057239399889","-0.209551234523401","-0.191446396137163","-0.130101652377197","-0.15516805425218","-0.129170695125173","-0.214441291514843"
"Mobile","hurricane","sector_model","DDS _ DRY_BULK","-0.0471494946519492","-0.187102143636976","0.000761064741970882","0.00106271231308669","0.00155317368904342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-8.52367004913644e-05","-5.95700030609241e-05","-7.94644998789474e-05"
"Mobile","hurricane","sector_model","DDS _ LIQUID_BULK","0.362593554836095","0.00262561315079857","-0.171612245303634","0.00435313288048239","0.00540725811895797","-0.000795111199209013","-0.000153121401160017","0","0","-4.34389265154778e-05","0","-5.33246580806986e-05","-3.07164434932141e-05","0","0","9.41328882425473e-05","0.000133982107879352","0.00559138925105108","-7.96009138104031e-05","0","0","-4.37050360222286e-05","0","-1.71361666636674e-07","-0.000287744535344262","-0.000219699029871906","-0.000282124038624758"
"Mobile","hurricane","sector_model","DDS _ CONTAINER","0.233251868248797","0.00602066406291763","0.00575355443870759","-0.243460927100381","0.0128513151528395","0.000678314032181061","0","0","0","-3.78984813162214e-05","-9.81117438932571e-05","-4.36377279842347e-05","0","-0.000204915387724438","-1.09739555990503e-08","0","5.92608043109224e-06","0","3.26748948886261e-05","-1.20160548718402e-05","-9.64861625707277e-06","-4.09019445142685e-05","2.9781450949009e-07","2.40938008314117e-06","-0.000666343747753528","-0.000480466143262323","-0.000628405144843875"
"Mobile","hurricane","sector_model","DDS _ WAREHOUSE","1.46361680470596","0.0349252376359916","0.0288258864787115","0.0585274073259674","-0.209550174340077","0.00206137631953438","0","0","0.000467372929852905","-0.000289384822125993","-0.000933404323437573","-0.000341045660348895","-2.14379466663098e-07","-0.000605553442641893","-0.000810304780499998","0.000139036950905339","-0.000229578084077403","0","0.00054636144479461","1.08316843600024e-05","5.97526911238382e-05","-0.000355837113729462","-1.98857320128944e-05","6.18676717014626e-05","-0.00316396313975076","-0.00229070681316576","-0.00302947740666757"
"Mobile","hurricane","sector_model","DDS _ AGRI","-0.162477395743125","-0.000249396473046808","-0.000327338072363411","-1.08809367748374e-05","-0.000222673094620994","-0.232771637425908","0","0","2.40743645584737e-05","-0.00049610589511431","-4.54216877574125e-05","0.000145069175550938","0","1.29888364760766e-05","0","0.00028881100938386","5.62957763195422e-05","0","9.74805109960944e-05","0.00019774626628459","0.000150096765300723","6.7929146629697e-06","0.000171795085351743","6.33695442928238e-05","-0.000119824335567505","-9.63433736641505e-05","-0.000145833659777375"
"Mobile","hurricane","sector_model","DDS _ MINING","-0.0926654278762822","-0.000910856070578407","-0.000299388320804795","-0.000117238203064367","-0.000308258716321913","0","-0.143426029504709","-0.00200448710510234","-0.0012911349086578","-0.000357083754634531","9.45492720879698e-06","4.45782089176856e-05","-0.000112103444258686","0","0","0.000161707275379903","0.000121275876919703","0","2.5266103037737e-05","0.000118735922908106","0.000238767862424454","8.54555229360099e-07","0","9.41771627675396e-05","-6.15286512214107e-05","-0.000101887750450586","-0.000320517307808004"
"Mobile","hurricane","sector_model","DDS _ UTIL","-0.073225429515745","-0.00392065031836482","-0.0022639907527055","-0.00177072340773908","-0.00192917525682032","0","-0.0147943969935116","-0.338665310007456","0.000977774248885626","0.000533104741274998","0.000199526721637025","0.000383003183391065","4.01112742108832e-05","0.000549351477503781","0","0.00184670553392342","0.000544815022084005","0","0.000390287960643277","0.00122989588276812","0.0010693886574662","8.30391170531027e-05","-0.000148687126731678","0.000351228150189304","-0.000466727073779428","-0.000519336170876881","-0.00125541641289573"
"Mobile","hurricane","sector_model","DDS _ CONST","1.52993074170136","-0.0200275494625226","-0.0120252499779389","-0.0100556087191142","-0.0121125940275427","0.0565079781688341","-0.0422340758078545","0.00563451632550523","-0.281703364605133","-0.00315282737076359","-0.00298519623918811","0.000923549857356904","0.000397448987042481","0.00245738978021474","-0.000137802390628964","0.0101103323003561","0.00051070764811149","0.0417981073706848","0.00586745063733194","0.00440952637229805","0.00749835151224801","0.000505765598228622","0.0020854338909887","0.00215119960654733","-0.00286145245606228","-0.00313808663978548","-0.00813805197686921"
"Mobile","hurricane","sector_model","DDS _ MANU","5.25590141040858","-0.0316502130844109","-0.0163387218221272","-0.00709834496284355","-0.0138744610088604","0","-0.0110429551013998","0.0199392391228625","0","-0.190899415369333","-0.00234441560798536","0.00211667343143304","-0.00267528142406386","0.000957318354438816","0.000816477017118268","0.00940932390839289","0.00498877678789156","0.0268011584183639","0.00389665050208156","0.00481395677338382","0.00792443725685387","0.00040901768265499","-0.00132582986895291","0.00155920559394619","-0.00279752183939287","-0.00378188344229525","-0.0107176089667813"
"Mobile","hurricane","sector_model","DDS _ WHOLE","2.73390644207444","-0.00839468084821865","-0.00563474966878934","-0.00265051225702173","-0.00358903938208972","-0.00630135129606608","0.000590576250492626","0.000923901543843542","0","-0.000412059414522816","-0.184703383366425","0.00131228840233781","-0.00169195552266059","0.000473186612034617","0","0.00286065309055659","0.00125317107413782","0","0.00283453709920301","0.000964538013582047","0.00253472869392365","0","0.000370231712330606","0.000404735470716352","-0.00173077098010061","-0.00182518495490261","-0.00403100750334605"
"Mobile","hurricane","sector_model","DDS _ RETAIL","5.86523422275552","-0.0033572057401395","-0.00794239798222672","0","-0.00821883349277443","0","0","0","0.000565148640336662","0.00181575360649248","0.000680383056233669","-0.210095014632926","-0.00152322687116131","7.44427978319687e-05","0","0.00661789364026237","0.00177973225548618","0","0.00458315622782901","0.00436223954766596","0.00706905832766587","0.000347106607114425","0.00482741428922234","0.00144822652847651","-0.00436993049246298","-0.00351235183633685","-0.00557608238742697"
"Mobile","hurricane","sector_model","DDS _ TRANS","2.4377766912712","-0.00451684461936132","-0.00511003459843591","-0.00304374280396146","-0.00200345067653672","0","0.00198201519819923","0","0.00143492685354701","-0.000305735817578111","-0.0017760069118053","-0.000486557061099547","-0.224422016141701","0","-0.000467942726046239","0.00231792979081568","0.00141604098137283","-0.0383226684526612","0.00182296292273359","0.00188780464324984","0.00321064241444631","-0.000520909476387832","0","0.000630753106824531","-0.00148580725337812","-0.00169249404935327","-0.00390469128810978"
"Mobile","hurricane","sector_model","DDS _ INFO","0.426104688324548","-0.000504059375640152","-0.00140736336672585","-0.00107739195907905","-0.000875912889644417","0.00482730382080257","0.00136812647179736","0.00329335507830571","0.000535296128651626","0.000281430869552028","-8.67167713455676e-05","0.000243058592187162","0","-0.242018004797012","0","0.000934879919248663","-0.000247091499246964","-0.00130272474833949","0.000229586252395371","0.000412759479875207","0.000767627468795109","-0.000235019083993194","0.000170512599376143","0.000166689152119763","-0.000481115510419619","-0.00045784067374851","-0.00082493634000794"
"Mobile","hurricane","sector_model","DDS _ FINANCE","1.84599954836442","-0.0123519287399284","-0.00745184207798141","-0.0052336583857091","-0.00679813021429206","-0.00156504186448385","-0.00123980974362273","0","0.00306309595066456","0.0021315216834192","0.00128242123449422","0.000558727312101656","0.00032246244904305","0.000507892342266847","-0.269850745492681","0.00122473419188491","0.000960660032698636","0.0102121052496033","0.00268719870565255","0.00196698083498919","0.00268619968096459","-0.00105649979616256","-0.000984072430493698","-9.83571744235532e-05","-0.00198439842313806","-0.002534924928271","-0.00666888305430784"
"Mobile","hurricane","sector_model","DDS _ REALE","0.176542111141266","-0.00312263925025375","-0.00197037276452186","-0.00251455235081894","-0.00218572533263108","-0.00340554986111537","0.00214811739797464","0.00140688459098378","0.00127071833052391","0.000626177970644377","0.000109575385286309","0.000676568783971886","0.000210701805260964","0.00037012176808669","-0.00047345037921272","-0.265929622180965","0.000558404770519786","0.0196399021649193","0.000382950841070148","0.00105326956969121","0.00108029526699833","-0.000123866422766672","0.000564027600982742","0.000377497958600347","-0.000805360088344074","-0.000753954055304771","-0.00150290429676928"
"Mobile","hurricane","sector_model","DDS _ PROF","1.99034961278319","-0.0126934826068563","-0.00981813131235089","-0.011516792156302","-0.00878201135950443","0.00601262527056781","0.00575050920601197","0.012684225025409","0.00137422718478903","0.00268187117663558","0.00024564604818091","0.00013530440067032","0.000101224020430936","-0.00351368793664869","-0.00293385548759904","0.00340478259685855","-0.222223598488293","-0.0226779595153798","-0.00200517037330348","0.00136689584700584","0.00286563621676579","-0.00664151012126284","-0.0016453917406746","0.000379747361596347","-0.00195919071556884","-0.0027563837212923","-0.00779283320671312"
"Mobile","hurricane","sector_model","DDS _ MANAGE","-0.0997307503051214","-0.00184349144362291","-0.00123182783186596","-0.000658528892172762","-0.00100859799872328","0","0.000617909132026851","0.000516832367713859","0.00106036919434833","0.00026993174164378","0","0.000178507473396909","0.000151555222320113","-1.5250928312305e-05","-0.000187087577044175","0.00144968139653252","-0.000586006796364778","-0.273893957741458","0.000233968934547815","0.000654679558387077","0.00040008664535046","-8.59761293806275e-05","-0.000242346974508588","0.000304234766791646","-0.000235735708737292","-0.00030776623268564","-0.000841310380755861"
"Mobile","hurricane","sector_model","DDS _ ADMIN","1.24898090626645","-0.00961699081954013","-0.006391632814843","-0.00433233061929254","-0.00551442693346573","-0.00824587527146062","0","0.00325861738785861","0.00264806174784208","0.00107697866377684","5.2048226329025e-05","0.00237172057938035","-1.86220320046093e-05","0.000430507111930662","-0.000735172692207094","0.00259708649246783","-0.0013332287158235","-0.00390001668300322","-0.255095523336649","0.00173691966093836","0.00298066536965895","-0.000737825252684075","0.00367846645162812","0.000625787681387631","-0.00227579144435991","-0.00185860529188873","-0.00306202615216877"
"Mobile","hurricane","sector_model","DDS _ EDU","5.16576936266078","-0.0157980359674886","-0.00773886157633687","-0.0052125209152374","-0.00787782607504083","0","0","0","0.00273997036606141","0.00193597773582463","0.000320297103971668","0.00289265150837539","0.000565255024765851","0","0","0.00688037395930625","0.00127540126077573","0","0.00164574135178499","-0.222163235626268","0.00612795670215103","0.000402604445880093","0.00305920503401202","0.0017014153235966","-0.00292170270572053","-0.00267263923677263","-0.00523693841458216"
"Mobile","hurricane","sector_model","DDS _ HEALTH","4.75422692929764","-0.0298624541812479","-0.0160093302755441","-0.0159117906227086","-0.0203154181733004","0","0.00943833714492666","-0.00724227564257842","0.00925336009069902","0.00423248637955397","0.00265270384078155","0.00650123623809671","0.0029855688274991","0.00450348996869462","0","0.0106680558687563","0.00304539569412873","0.0650892228803895","0.00584648202049227","0.00690916883300811","-0.242191583891132","0.000642905501649878","0.00501954278735074","0.00307787434979035","-0.00642380809189546","-0.00577477002332795","-0.0110253321275817"
"Mobile","hurricane","sector_model","DDS _ ART","-2.252274232755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.20422316976031","0","0","0","0","0"
"Mobile","hurricane","sector_model","DDS _ ACCO","3.16519433021702","-0.00138412995661583","-0.00259914872013147","0","-0.0039104001247111","0","0","0","0.00194617713619547","-0.000427187634161367","0","0.0022128141420687","0","0","-0.000150708333494871","0.00227242518971888","7.43786202891972e-05","0","0.00314477416063799","0.00165521729080907","0.00313447264902847","0","-0.219563627159845","0.00077580009508519","-0.00201009233946551","-0.0014002672282476","-0.00154841976323236"
