"Testbed","Hazard","Model_Type","Model_Name","(Intercept)","CONST","RETAIL","SERV","HEALTH","ACCOM","REST","AGRI","MANUF","UTIL","HS"
"Seaside","earthquake/tsunami","main_model","totDDS","-12959.6812401795","-0.102683842406043","-0.257586194071901","-0.276907455793166","-0.151581519250078","-0.139119274930815","-0.37961877913442","0","-0.171623044649421","0","-1.43678350054981"
"Seaside","earthquake/tsunami","sector_model","DDS _ CONST","-3533.43116979413","-0.43206079059629","-0.0254795553612004","-0.00316163877636667","0.0332152210180423","-0.069779780908355","0.00358441265154825","0.145134980251205","-0.0312337980035751","0.144597778469588","-0.0184301835616176"
"Seaside","earthquake/tsunami","sector_model","DDS _ RETAIL","159.384175863132","-0.00911826545672146","-0.173416020081555","-0.00784416392638722","0.00164261000863743","-0.00334997632478147","-0.031014838822876","-0.0158218901058329","-0.0290538716968224","0.0466227452944628","-0.0298089583963744"
"Seaside","earthquake/tsunami","sector_model","DDS _ SERV","1093.12126496221","0.0252925121970897","-0.0113694501554157","-0.24748182103426","0.00774803544581237","0.0061975397852887","-0.0173356071468042","0","-0.0126204394013267","0.096271756492028","-0.0385780663819925"
"Seaside","earthquake/tsunami","sector_model","DDS _ HEALTH","626.0009743808","0.0280255963337468","-0.0115125749342947","-0.0162816863436473","-0.307635941425662","0.0108491698024404","-0.0229929582544053","0","-0.0159749366933287","0.0933692152077911","-0.0346851656342127"
"Seaside","earthquake/tsunami","sector_model","DDS _ ACCOM","-322.81364250883","0","-0.000804263359449657","-0.000166637751696191","0","-0.113496137388284","-0.00371697981044756","0","0","0","-0.00180248064974006"
"Seaside","earthquake/tsunami","sector_model","DDS _ REST","484.100271348851","0","-0.014355564760606","-0.00695376082286088","-0.00800336657815068","-0.00444392970298923","-0.361521166188126","0","-0.00550211221863404","0.00818253796908566","-0.0284308740310688"
"Seaside","earthquake/tsunami","sector_model","DDS _ AGRI","58.9128781272464","0.000229889114733221","-0.00272598798461285","-0.00153840358020596","0.00247678052482344","0.00141539481608571","-0.000382933145170849","-0.207360170792837","-0.0050078463127264","0.00502532392956314","-0.00292672318759572"
"Seaside","earthquake/tsunami","sector_model","DDS _ MANUF","835.992430317183","-0.00931204109143912","-0.0573209900525293","-0.0136989783316526","0.0157994140628598","0.0123691633792208","-0.0134947468001798","-0.0786865099882939","-0.268095564477591","0.118648510360117","-0.0234987630116343"
"Seaside","earthquake/tsunami","sector_model","DDS _ UTIL","58.9326167438378","0.00255067719163619","0.000109034043934701","-0.000497739356472602","0.00226546120802633","0.0016725859848199","0.000824692893526063","0","-0.000459267623749738","-0.368770363353376","-0.00214094413297836"
"Seaside","earthquake/tsunami","sector_model","DDS _ HS","-5373.6948212898","0","0","0","0","0","0","0","0","0","-1.25307960573289"
